stamp_s,x_m,y_m,yaw_rad,ot_overlap
20.799999535,89612.8859203436,43158.51717437271,1.892145659578723,0
20.849999533000002,89612.77457997439,43158.85887543257,1.8623943835290349,0
20.899999532,89612.67134735116,43159.20478623913,1.8334541405037925,0
20.99999953,89612.508442621,43159.908758955775,1.7729112963215685,0
21.049999529,89612.43614274963,43160.26562906014,1.7380735970620311,0
21.149999527,89612.34116749307,43160.988202478606,1.6626393801562949,0
21.199999526,89612.29488150503,43161.35156921413,1.6225344692546644,0
21.249999525,89612.287988139,43161.71646235508,1.5809859771450017,0
21.299999523,89612.29137987239,43162.084241393764,1.5369155772739258,0
21.399999521,89612.34506334417,43162.81395255371,1.4398277908793053,0
21.44999952,89612.39478102412,43163.17632226385,1.384042221756661,0
21.499999519,89612.46016159792,43163.53832448963,1.323854627720252,0
21.549999518,89612.55600851419,43163.89049573911,1.2604076479843145,0
21.599999517,89612.6742110293,43164.23379678286,1.1964232187020216,0
21.699999514,89612.97403381903,43164.885346748415,1.0652228346506853,0
21.749999513,89613.13861353554,43165.19787904502,1.0014430972785757,0
21.799999512,89613.34840296408,43165.486364756754,0.9359807789497694,0
21.849999511,89613.5518127284,43165.76999947383,0.86606640399032,0
21.89999951,89613.78590724156,43166.036048642345,0.792950480639084,0
21.949999509,89614.04373128305,43166.28478401219,0.7162354315020579,0
21.999999508,89614.31460167463,43166.513707855294,0.6540354041597872,0
22.049999507,89614.60011590176,43166.72266768306,0.5703249059656113,0
22.149999504,89615.22537850126,43167.067132292155,0.4303199402780727,0
22.199999503,89615.54378414828,43167.21618067266,0.3621846513604081,0
22.249999502,89615.88164264396,43167.32775995995,0.29724297100292385,0
22.299999501,89616.22273298579,43167.42688689872,0.23768676745711778,0
22.399999499,89616.91867837474,43167.559345730406,0.1413579582952733,0
22.449999498,89617.26452570733,43167.60373284814,0.0994697294523989,0
22.499999497,89617.61729266099,43167.63683530418,0.05064121564859733,0
22.549999495,89617.96218887823,43167.64681599979,-0.0004715376040704128,0
22.599999494,89618.31443931606,43167.64221711346,-0.055844493025728664,0
22.649999493,89618.65833662344,43167.6094001521,-0.12811649966733288,0
22.699999492,89619.0088060233,43167.55999259739,-0.18568720848325673,0
22.79999949,89619.69144171402,43167.39811840751,-0.2940574094653323,0
22.849999489,89620.02384942508,43167.28947818766,-0.3482233508862366,0
22.899999488,89620.35559963505,43167.16321072447,-0.3991617586602599,0
22.949999487,89620.67941379605,43167.02162295513,-0.4482955295661068,0
23.049999484,89621.30163943651,43166.69373212265,-0.5374697881152937,0
23.199999481,89622.17757057975,43166.118136370365,-0.6352448380422754,0
23.24999948,89622.45273706908,43165.9062177367,-0.6823668975574259,0
23.299999479,89622.72026978967,43165.68332819203,-0.7258957982376301,0
23.449999475,89623.4726742093,43164.940978712504,-0.8509244480257977,0
23.499999474,89623.69551870695,43164.66452786059,-0.8900516905068367,0
23.599999472,89624.12328907476,43164.0954492455,-0.9634571977913349,0
23.649999471,89624.33311707393,43163.805887633935,-0.9931834238799006,0
23.69999947,89624.52822604717,43163.49927444512,-1.0220837933024691,0
23.749999469,89624.70564280538,43163.184181963465,-1.0475685121377072,0
