stamp_s,x_m,y_m,yaw_rad,ot_overlap
9.79999978,89631.41619999999,43127.8084,2.2156431379735895,0
9.949999777,89631.4161,43127.8085,2.2156101074831214,0
9.999999776,89631.41619999999,43127.8085,2.2156008681230785,0
10.099999774,89631.4163,43127.8084,2.2155803566902383,0
10.199999772,89631.41619999999,43127.812600000005,2.215564840987332,0
10.24999977,89631.4083,43127.8165,2.2152852363565527,0
10.349999768,89631.4006,43127.8317,2.2134431717716327,0
10.399999767,89631.3929,43127.8438,2.211689022385725,0
10.499999765,89631.3771,43127.8669,2.205512229030373,0
10.599999763,89631.3538,43127.8983,2.1950205183413014,0
10.649999761,89631.3459,43127.9182,2.187522612200115,0
10.749999759,89631.3148,43127.960900000005,2.171232340312582,0
10.799999758,89631.299,43127.9844,2.1631869316269765,0
10.949999755,89631.2443,43128.0665,2.1323490274550254,0
10.999999754000001,89631.2288,43128.0977,2.123136487951926,0
11.099999751,89631.1896,43128.1679,2.105088164864876,0
11.199999749,89631.14259999999,43128.2462,2.0886551968448654,0
11.249999748,89631.1271,43128.2851,2.080206972201299,0
11.349999746,89631.0726,43128.375,2.06388796606911,0
11.399999745,89631.0489,43128.4219,2.056943409259708,0
11.499999742,89631.0019,43128.527200000004,2.043077766007165,0
11.59999974,89630.9475,43128.636600000005,2.029342761844199,0
11.649999739,89630.91619999999,43128.6953,2.0227220766421707,0
11.749999737,89630.8615,43128.820400000004,2.0105197161009185,0
11.799999736,89630.8303,43128.886600000005,2.0043959597938144,0
11.899999734,89630.7756,43129.0232,1.9919826695103695,0
11.999999731,89630.7131,43129.171800000004,1.9809441731531041,0
12.04999973,89630.6817,43129.2462,1.9755614318370611,0
12.099999729,89630.6505,43129.3243,1.9705690706499313,0
12.149999728,89630.6115,43129.4063,1.967002584446822,0
12.199999727,89630.5803,43129.488300000005,1.9636016945749735,0
12.249999726,89630.549,43129.5743,1.9604331058137012,0
12.299999725,89630.5178,43129.6601,1.9571017264815165,0
12.349999723,89630.47869999999,43129.749800000005,1.9547568452665856,0
12.399999722,89630.4475,43129.839700000004,1.9528318302859757,0
12.449999721,89630.4163,43129.9335,1.9512136368553104,0
12.549999719,89630.3459,43130.125,1.9489100655445328,0
12.649999717,89630.2678,43130.320400000004,1.947989106324734,0
12.699999716,89630.22869999999,43130.4256,1.9485867700116828,0
12.799999713,89630.1506,43130.6368,1.9509738344314165,0
12.899999711,89630.0725,43130.855500000005,1.9565159329141149,0
12.94999971,89630.0256,43130.9688,1.9605009535237892,0
12.999999709,89629.9863,43131.081900000005,1.9647209739083022,0
13.049999708,89629.9397,43131.199,1.9700762595614483,0
13.149999706,89629.8459,43131.437300000005,1.9830893917260952,0
13.199999704,89629.7989,43131.5585,1.9910524288396094,0
13.299999702000001,89629.6895,43131.8046,2.01141507858932,0
13.349999701,89629.635,43131.9335,2.022615629933506,0
13.3999997,89629.5803,43132.0585,2.031749503113724,0
13.449999699,89629.5177,43132.187600000005,2.043730628331295,0
13.499999698,89629.455,43132.3165,2.055645926322741,0
13.599999696,89629.3303,43132.581900000005,2.0815579575918974,0
13.649999694,89629.2599,43132.7148,2.091682892798205,0
13.699999693,89629.1818,43132.8475,2.101932579741952,0
13.799999691,89629.0336,43133.1171,2.11824956450791,0
13.84999969,89628.9476,43133.250100000005,2.12555530855016,0
13.999999687,89628.6975,43133.664000000004,2.1437831772184954,0
14.049999685,89628.6115,43133.8046,2.149395961453564,0
14.149999683,89628.424,43134.086,2.1609531460317073,0
14.199999682,89628.3381,43134.230200000005,2.1667416340432446,0
14.29999968,89628.1428,43134.5155,2.177286186499812,0
14.399999678,89627.9396,43134.804500000006,2.185576152815528,0
14.449999677,89627.838,43134.953,2.1884869470321124,0
14.549999674,89627.6271,43135.249800000005,2.1934524408636165,0
14.599999673,89627.5179,43135.4024,2.1950929797064274,0
14.699999671,89627.2989,43135.707,2.1972303625506098,0
14.799999669,89627.0726,43136.019400000005,2.197626571962034,0
14.849999668,89626.9554,43136.179500000006,2.1973211967398623,0
14.999999664,89626.19271468637,43136.87539685255,2.19496011046414,0
15.049999663,89626.06137299372,43137.03502205705,2.1946646026161867,0
15.149999661,89625.82111589878,43137.37253500404,2.192315998507491,0
15.19999966,89625.710314929,43137.54532054931,2.189373353432657,0
15.299999658,89625.45618817049,43137.88600794473,2.1818326556558656,0
15.399999655,89625.21675164187,43138.24335020994,2.171467461161407,0
15.449999654,89625.09551790425,43138.42970920749,2.166305311263803,0
15.549999652,89624.86032741326,43138.801297899015,2.1548555745268074,0
15.599999651000001,89624.73095785531,43138.9858863261,2.1491199622616293,0
15.699999649,89624.49881352465,43139.378877571144,2.1385336102072863,0
15.799999646,89624.24490186221,43139.77125542644,2.130474474681236,0
15.849999645,89624.13367156222,43139.974142155195,2.1276415704460883,0
15.999999642,89623.75619916736,43140.589567778865,2.120048681281898,0
16.049999641,89623.64562269177,43140.800678872765,2.11781226293944,0
16.09999964,89623.5160193734,43141.008656829654,2.115575844596981,0
16.149999639,89623.3925625076,43141.224680997366,2.113237670780163,0
16.199999637,89623.26753676371,43141.439266004076,2.111094802143894,0
16.249999636,89623.14420386955,43141.658986041,2.1088770527358234,0
16.299999635,89623.00616543232,43141.874626466924,2.1063653884789337,0
16.449999632,89622.63808523059,43142.546939529944,2.0976588271789725,0
16.54999963,89622.38242748589,43143.00492054848,2.0928599201792792,0
16.599999628,89622.24530034036,43143.233439739706,2.090929770734002,0
16.649999627,89622.12727750471,43143.47126779898,2.0888816901722187,0
16.699999626,89622.00312660383,43143.70606063676,2.087284653839639,0
16.799999624,89621.73280628356,43144.17635488042,2.085833203620338,0
16.849999623,89621.61356435274,43144.417867026474,2.086015735635062,0
16.949999621,89621.34352517576,43144.89963922071,2.088082495503272,0
16.99999962,89621.21118199707,43145.1420799556,2.0898094149367674,0
17.049999618,89621.0796511981,43145.388669957705,2.09155121198693,0
17.099999617,89620.93345449316,43145.631714991,2.0938092629903338,0
17.149999616,89620.79258538826,43145.8777754684,2.0966552721671814,0
17.199999615,89620.66721427928,43146.13211338278,2.100041957522736,0
17.299999613,89620.36903305119,43146.62684722204,2.108580866064378,0
17.349999612,89620.23150409127,43146.87868124623,2.1131083491863114,0
17.399999611,89620.07808471998,43147.125776954206,2.117501024548335,0
17.499999608,89619.76975948681,43147.63132326213,2.126866118113201,0
17.599999606,89619.4664656851,43148.14404475396,2.134703972379328,0
17.649999605,89619.30908822731,43148.39706411218,2.137974528694238,0
17.749999603,89618.99036964226,43148.91372901513,2.1444822021711136,0
17.799999602,89618.82136189444,43149.16868349322,2.148330296267474,0
17.899999599,89618.48532337944,43149.68805899114,2.157116616198464,0
17.949999598,89618.31057291385,43149.94778793503,2.1626582321057115,0
17.999999597,89618.13831706053,43150.209585600525,2.1689654247391883,0
18.049999596,89617.96610275962,43150.47111044793,2.1759488476151505,0
18.099999595,89617.78407019009,43150.73495550452,2.183621451103879,0
18.149999594,89617.60287985888,43150.995572722335,2.191379834897008,0
18.199999593,89617.41122602527,43151.2542904439,2.1990263119165894,0
18.249999592,89617.23689202724,43151.52376735721,2.206023952219006,0
18.29999959,89617.03212475024,43151.77886709996,2.2124412825001105,0
18.449999587,89616.4458827332,43152.567486500455,2.224011768726172,0
18.499999586,89616.2405408778,43152.83159258829,2.2238140815283667,0
18.549999585,89616.04907547173,43153.10006704918,2.222996325761204,0
18.599999584,89615.84217741025,43153.36264407676,2.2192308106813106,0
18.649999583,89615.64029545744,43153.63342063519,2.2141329968971757,0
18.699999582,89615.43861780435,43153.90778519975,2.206247178608342,0
18.799999579,89615.0337437634,43154.45973736184,2.185991545796258,0
18.849999578,89614.84364327836,43154.74424929562,2.172934734458466,0
18.949999576,89614.45447725015,43155.31583952767,2.139777339555187,0
18.999999575,89614.27431583783,43155.613499142724,2.119796406216664,0
19.049999574,89614.0890572537,43155.916139962246,2.0990519602300832,0
19.149999571,89613.74831409023,43156.53160351703,2.053476388361793,0
19.19999957,89613.5766641601,43156.84038709996,2.02834773683181,0
19.299999568,89613.27647679903,43157.48746366777,1.9752059932754766,0
19.399999566,89613.02041309765,43158.155253771285,1.920630322025457,0
19.449999565,89612.90146774503,43158.49369200717,1.8930796450351888,0
19.549999563,89612.68667772389,43159.18113226341,1.8367232086862029,0
19.599999561,89612.59111460784,43159.530875078104,1.807543284143251,0
19.699999559,89612.44414911387,43160.242052433925,1.7432109110041258,0
19.749999558,89612.37935813631,43160.59887978509,1.7071208195197998,0
19.849999556,89612.30790794504,43161.32879958079,1.6294163739289362,0
19.949999554,89612.28593779901,43162.06066880134,1.54459382214075,0
20.049999551,89612.33697583411,43162.79086467304,1.4443760636895686,0
20.09999955,89612.38706648543,43163.15301309887,1.387837260218203,0
20.199999548,89612.54794226718,43163.86343235555,1.2680389767302302,0
20.249999547,89612.65312130329,43164.21208664505,1.2064371687417692,0
20.299999546,89612.78866555382,43164.542416875185,1.1396177677902044,0
20.399999544,89613.12750588403,43165.17230403231,1.008113577145835,0
20.499999541,89613.52739236067,43165.75131943988,0.8731033637778871,0
20.599999539,89614.02030100928,43166.26501950509,0.731828302892485,0
20.649999538,89614.29116273117,43166.4942493494,0.6586638446922211,0
20.699999537,89614.57671590174,43166.703167683074,0.5849112220616923,0
20.749999536,89614.87648487315,43166.89154980689,0.5081288401922558,0
20.799999535,89615.19269139251,43167.05371460556,0.43678153571976047,0
20.899999532,89615.85682849938,43167.31897142899,0.3050678567348122,0
20.99999953,89616.53939113078,43167.495172041745,0.20091631734923404,0
21.099999528,89617.23283839952,43167.59788131711,0.10519417489735806,0
21.149999527,89617.5862605196,43167.62929807918,0.05423608152552849,0
21.199999526,89617.93120426347,43167.638490568504,-0.0029688350989752806,0
21.299999523,89618.62674417223,43167.60166895536,-0.12166304135730004,0
21.399999521,89619.31101586536,43167.47598604386,-0.22857938614312429,0
21.44999952,89619.65252974675,43167.39036301954,-0.282329951807576,0
21.499999519,89619.98484404899,43167.28175890658,-0.33860117952765334,0
21.599999517,89620.64040434972,43167.018153197205,-0.4374365691593975,0
21.649999516,89620.95567067739,43166.86161916968,-0.4907575589193863,0
21.699999514,89621.26150800088,43166.683651846,-0.5416438035562814,0
21.749999513,89621.56895587068,43166.49512837029,-0.5895685844730618,0
21.799999512,89621.85787383134,43166.28679915192,-0.6354946602792232,0
21.89999951,89622.41487835602,43165.838450640076,-0.721130963106946,0
21.999999508,89622.94064646609,43165.342612203574,-0.8002771409765922,0
22.049999507,89623.19168342363,43165.07788790432,-0.8373624558871963,0
22.099999506,89623.42518994291,43164.80398419143,-0.8712356658003445,0
