s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
0.0,89656.02940668481,43129.06782659497,-2.992064508598923,-0.0191932,9.7222222,0.0000000
0.6984654034776682,89656.15652322344,43128.3810258193,3.0844881723877258,-0.0615603,9.7222222,0.0000000
1.6214577656162223,89656.02440649914,43127.46753795855,2.8857692993076656,-0.1163512,9.7222222,0.0000000
2.542677308747509,89655.7566782559,43126.58608062299,2.7771610120458963,-0.1377167,9.7222222,0.0000000
3.474322403769204,89655.36245139742,43125.74195517785,2.658053822459212,-0.1607580,9.7222222,0.0000000
4.386918933818525,89654.87102847184,43124.97297147525,2.5121277337617363,-0.1747273,9.7222222,0.0000000
5.305046352953056,89654.30623422163,43124.24911692308,2.371967575117726,-0.1581496,9.7222222,0.0000000
6.192238886796793,89653.68961799197,43123.61123369126,2.254699596739899,-0.1429605,9.7222222,0.0000000
7.0966803833981205,89653.02611642778,43122.99659550901,2.1370436126293257,-0.1210392,9.7222222,0.0000000
8.085645511475313,89652.20922178625,43122.43915926225,2.0569378193556345,-0.0874420,9.7222222,0.0000000
9.140919742483185,89651.25096073592,43121.99718702098,1.9960584195399613,-0.0767410,9.7222222,0.0000000
10.1498718945976,89650.28867278765,43121.693894505646,1.9292816678965334,-0.0757586,9.7222222,0.0000000
11.216792974165795,89649.2506847403,43121.44711240826,1.861445671522636,-0.0764504,9.7222222,0.0000000
12.331630495543756,89648.14924931759,43121.27476767038,1.7811576569858756,-0.0797354,9.7222222,0.0000000
13.419667161194093,89647.06929100401,43121.14242785503,1.697125367929276,-0.0693659,9.7222222,0.0000000
14.537386671320563,89645.95551515187,43121.048618183275,1.6275582590355722,-0.0674830,9.7222222,0.0000000
15.738316079877322,89644.75508213723,43121.01409251619,1.540687821973957,-0.0839841,9.7222222,0.0000000
16.951463179790974,89643.54666955564,43121.121166876736,1.443579616698863,-0.0820056,9.7222222,0.0000000
18.10989517689972,89642.40452605837,43121.31474612036,1.3742701168737625,-0.0665756,9.7222222,0.0000000
19.111978455008966,89641.42874661219,43121.54283682312,1.310858676341181,-0.0859952,9.7222222,0.0000000
19.96331368498108,89640.59021830569,43121.68994886542,1.2083319869241587,-0.0861852,9.7222222,0.0000000
21.080594169557376,89639.51220573354,43121.98355502255,1.1373681163674259,-0.0530604,9.7222222,0.0000000
22.123461022483262,89638.50453980271,43122.25221958066,1.07565526584622,-0.0434627,9.7222222,0.0000000
23.30927733082767,89637.40387829418,43122.69347297811,1.0275844986689093,-0.0403165,9.7222222,0.0000000
24.61351327234484,89636.30280886336,43123.39252769676,1.018054489757339,-0.0377734,9.7222222,0.0000000
25.594028318288533,89635.57929863875,43124.05430009737,0.9638719209528025,-0.1032511,9.7222222,0.0000000
26.726759920597562,89634.72530506428,43124.79846127455,0.8277088806343101,-0.1420178,9.7222222,0.0000000
27.63489935268651,89634.21325266756,43125.548474321855,0.7692757701171673,-0.0232845,9.7222222,0.0000000
28.312670096618486,89633.7781334066,43126.06813229598,0.8047299376317275,-0.0036654,9.7222222,0.0000000
29.03642671388752,89633.33819490521,43126.64283026539,0.7539175890758504,-0.0472199,9.7222222,0.0000000
29.795907485645824,89632.85739529139,43127.23074418257,0.7210780686623949,-0.0398685,9.7222222,0.0000000
30.645238755898408,89632.34042126106,43127.90461468838,0.6809689941996828,-0.0390311,9.7222222,0.0000000
31.465871711620725,89631.83851491746,43128.5538669277,0.6486290762885174,-0.0223562,9.7222222,0.0000000
32.33799273065131,89631.31788098783,43129.25353497982,0.6309526719516203,-0.0464426,9.7222222,0.0000000
33.39327052034297,89630.70155099162,43130.11012621792,0.5630695555600251,-0.0231639,9.7222222,0.0000000
34.27424683790853,89630.28661443078,43130.88726643859,0.586806819154995,0.0319885,9.7222222,0.0000000
35.09509092654371,89629.7639399595,43131.5201933024,0.6121724428563797,-0.0069870,9.7222222,0.0000000
36.273117519518756,89629.14040930127,43132.51967125213,0.5660514143207087,-0.0128419,9.7222222,0.0000000
37.30802227847619,89628.57718325593,43133.38789028092,0.5789334843644637,0.0130640,9.7222222,0.0000000
38.38907479052081,89627.98270902273,43134.29081603638,0.5869779550457243,0.0071164,9.7222222,0.0000000
39.4726078256196,89627.37834660227,43135.19014350893,0.5884548226291415,0.0009785,9.7222222,0.0000000
40.57771009662627,89626.76785554,43136.11131216465,0.5836710479684637,0.0037228,9.7222222,0.0000000
41.63324170136058,89626.18764250526,43136.993071657314,0.5919928744851666,0.0065762,9.7222222,0.0000000
42.67988291570956,89625.59486897854,43137.85567085601,0.5897668633159382,-0.0475597,9.7222222,0.0000000
43.97546563734143,89624.8850539969,43138.939505382325,0.49639132048983325,-0.0659374,9.7222222,0.0000000
45.196134637931316,89624.40091462679,43140.06005965558,0.4489871175123796,0.0082219,9.7222222,0.0000000
46.0447886864902,89623.98795192385,43140.80146069423,0.5036123050078744,0.0516081,9.7222222,0.0000000
46.95272342784775,89623.55320654111,43141.598544094355,0.5529115027114115,0.0195729,9.7222222,0.0000000
48.05559257842063,89622.93319179516,43142.51063075586,0.5440449373442945,-0.0258650,9.7222222,0.0000000
49.203932440263,89622.38954817895,43143.52213263764,0.49673546668595514,-0.0182063,9.7222222,0.0000000
50.26341460907867,89621.88104365877,43144.45160862926,0.5020022180134974,0.0090351,9.7222222,0.0000000
51.35836404066302,89621.35287605037,43145.410750555755,0.5100882982849756,0.0090570,9.7222222,0.0000000
52.45316936055378,89620.81191076408,43146.3625673698,0.5173381955576964,0.0095233,9.7222222,0.0000000
53.576720068089536,89620.25574743541,43147.338809421875,0.5252043362835229,0.0169887,9.7222222,0.0000000
54.654286090531606,89619.70832446337,43148.26696707142,0.546146220432291,0.0366341,9.7222222,0.0000000
55.67148644848038,89619.1678315764,43149.12868860843,0.6044670223673083,0.0022496,9.7222222,0.0000000
