s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
0.0,89630.0674883,43130.6945594,2.1985291773479267,-0.005305879752325426,1.3888888888888888,0.0
2.9842186273386306,89628.3148229,43133.1098699,2.184558262080359,0.0068666383101228055,1.3888888888888888,0.0
5.968136786216238,89626.5962446,43135.5491846,2.239509214180277,0.0004398513073498924,1.3888888888888888,0.0
8.957321475197226,89624.74302002128,43137.89455957336,2.187184547571995,-0.010402119344015198,1.3888888888888888,0.0
11.94192532996507,89623.01764492349,43140.329911897315,2.1773904180187382,-0.0039550912597247035,1.3888888888888888,0.0
14.92646195913314,89621.3162426766,43142.781990461546,2.1635763352958826,-0.009954434840417381,1.3888888888888888,0.0
17.912242664116224,89619.64817987784,43145.25836945468,2.117960700780743,-0.0012481202813130826,1.3888888888888888,0.0
20.900070351316128,89618.09370966874,43147.80998397443,2.156122492660585,0.001978181074058161,1.3888888888888888,0.0
23.882544960005674,89616.4459781,43150.2959718,2.1297688898982385,-0.01951877329303429,1.3888888888888888,0.0
26.864103388587544,89614.8648117,43152.8237383,2.039721989823553,-0.046821925342111256,1.3888888888888888,0.0
29.8492670969091,89613.5157321,43155.4866665,1.8506785840059419,-0.08101852621630687,1.3888888888888888,0.0
32.82662659752481,89612.6932589,43158.3481709,1.5588035174230381,-0.10842113850501027,1.3888888888888888,0.0
35.81914979847662,89612.7291468,43161.3404789,1.2102974467064873,-0.15037301298459674,1.3888888888888888,0.0
38.78159202731088,89613.7741219,43164.1124982,0.6768977296867748,-0.17994830007213022,1.3888888888888888,0.0
41.68641562142878,89616.038489,43165.9320151,0.19181629033661618,-0.17922651508977128,1.3888888888888888,0.0
44.65310053025824,89618.9507637,43166.4975904,-0.3446350008353363,-0.16786906584053354,1.3888888888888888,0.0
47.584997604368425,89621.7102618,43165.5070397,-0.7629678656836333,-0.09501670768506663,1.3888888888888888,0.0
50.59254478696231,89623.8840814,43163.4286152,-0.8966831543609823,-0.050647207960061225,1.3888888888888888,0.0
53.563248219040204,89625.7384085,43161.107721,-1.0650731368394657,-0.03946996771637346,1.3888888888888888,0.0
56.542444634277146,89627.1816511,43158.5014474,-1.130693627705753,-0.019761507549706785,1.3888888888888888,0.0
59.52631595415533,89628.4528769,43155.8019154,-1.1828489229623198,-0.013420280764149818,1.3888888888888888,0.0
62.512728590357554,89629.5826044,43153.0374306,-1.210789272654377,0.03150656682040648,1.3888888888888888,0.0
65.49696728550288,89630.6338945,43150.2444985,-0.9947525543079081,0.007334697690406276,1.3888888888888888,0.0
68.46808359763733,89632.2522925146,43147.75284844299,-1.1673631277384582,-0.017786388189447326,1.3888888888888888,0.0
70.90679769518715,89633.20967857075,43145.509917684125,-1.090619238180163,0.02637311873803193,1.3888888888888888,0.0
73.61012404076729,89634.45844299185,43143.112302045345,-1.0318510455811805,0.06221950976702406,1.3888888888888888,0.0
76.85431431612538,89636.12346221996,43140.32797420675,-0.7207260927420341,0.09055259187407971,1.3888888888888888,0.0
79.90145914172187,89638.4128636586,43138.31707076777,-0.4690269064337993,0.1098563733037261,1.3888888888888888,0.0
82.46802803357221,89640.70226509725,43137.15693416836,-0.10886523754139164,0.17113255032893057,1.3888888888888888,0.0
84.60356989255897,89642.82516461308,43136.92490684848,0.32275515638786634,0.1915496146037945,1.3888888888888888,0.0
86.7981613588426,89644.90643864822,43137.62098880812,0.7013335229027763,0.18882329842787643,1.3888888888888888,0.0
89.19549548947676,89646.73795979914,43139.16783760734,1.1743608879088185,0.18712088910796243,1.3888888888888888,0.0
91.45931593615465,89647.61209489389,43141.25608348628,1.5492717655975266,0.14553071030702347,1.3888888888888888,0.0
95.32733393899429,89647.6953458553,43145.12320548432,2.0521776511659087,0.07602978361924434,1.3888888888888888,0.0
98.29413546776875,89646.32170499211,43147.75284844299,2.052868288064539,0.017679137563023428,1.3888888888888888,0.0
101.43658917487133,89644.86481316751,43150.53717628158,2.160184008454323,0.037650087037133934,1.3888888888888888,0.0
104.50691067268698,89643.1581684587,43153.08947680029,2.286443206417051,0.041777226866426605,1.3888888888888888,0.0
107.17152721102748,89641.4098982692,43155.100380239266,2.3992989410819625,-0.00937510422078321,1.3888888888888888,0.0
109.79428148911148,89639.4771382,43156.8733096,2.236952445541231,-0.024602670922270108,1.3888888888888888,0.0
112.77436029834912,89637.6355434,43159.2162561,2.2619063198029115,0.007545746106926282,1.3888888888888888,0.0
115.76107743432739,89635.7318312,43161.5176381,2.281972868338938,0.00515026166605906,1.3888888888888888,0.0
118.74407397626052,89633.7847531,43163.7775397,2.292650359802425,-0.002325114253464501,1.3888888888888888,0.0
121.73690040847832,89631.807161,43166.0239011,2.268078595176093,-0.011762027050370256,1.3888888888888888,0.0
124.74510516542229,89629.8754824,43168.3299613,2.222071395622349,0.003698653093427248,1.3888888888888888,0.0
127.71877788112086,89628.0728391,43170.6949574,2.2901976313827412,0.025428494661001895,1.3888888888888888,0.0
130.59602841279354,89626.1769196,43172.8592263,2.3707652834534634,0.027170998156562848,1.3888888888888888,0.0
133.70237617195744,89623.9486293,43175.0235088,2.4526462641841933,-0.0583131646642056,1.3888888888888888,0.0
136.69600970051766,89621.6377949354,43176.92663418808,2.015354033057436,-0.156884650567071,1.3888888888888888,0.0
139.98687815615722,89620.22252859152,43179.897633408575,1.4901245111396102,-0.13662551575624005,1.3888888888888888,0.0
142.90321277020678,89620.4575395,43182.8044835,1.1962602461293155,-0.14136526537610353,1.3888888888888888,0.0
145.8528309452116,89621.5366302,43185.5496266,0.6698174305122718,-0.16410251997867878,1.3888888888888888,0.0
148.81527148331597,89623.8589911,43187.3888367,0.25949258159516086,-0.14060176020063742,1.3888888888888888,0.0
151.79287598541373,89626.7369063,43188.1528607,-0.14784798428392115,-0.13428142946288132,1.3888888888888888,0.0
154.7507355048998,89629.6624967,43187.7171386,-0.5210563810568798,-0.08370470075989862,1.3888888888888888,0.0
157.5984172221519,89632.1322734,43186.2995723,-0.6253659815887371,-0.009679481130066635,1.3888888888888888,0.0
160.69450345301811,89634.642422,43184.4871419,-0.5785108773520142,0.048241982332939186,1.3888888888888888,0.0
163.77125218454228,89637.2185154,43182.8048442,-0.3276579028433159,0.09380752168363282,1.3888888888888888,0.0
166.6903176986196,89639.9822828,43181.8654118,-0.020473733460376307,0.08912416189320305,1.3888888888888888,0.0
169.60840657039878,89642.8997601,43181.8056718,0.1864493755584833,0.06433401060467174,1.3888888888888888,0.0
172.6058233678341,89645.8452275,43182.3613059,0.35805979738973304,0.050442963403268495,1.3888888888888888,0.0
175.58904609339027,89648.6392499,43183.4067994,0.4870206746166064,0.0191785750594558,1.3888888888888888,0.0
178.57637621580002,89651.2792464,43184.8048551,0.4723285321203339,-0.014910415945704586,1.3888888888888888,0.0
181.5843938169907,89653.9579201,43186.1733861,0.3976299583185056,-0.06018432460956144,1.3888888888888888,0.0
184.5545398159625,89656.6963393,43187.3235285,0.1127877033974819,-0.11782146467072387,1.3888888888888888,0.0
187.4972181856238,89659.6203205,43187.6547232,-0.2919743326758871,-0.17012248832696233,1.3888888888888888,0.0
190.46772273228927,89662.4651057,43186.7996826,-0.8726471634725591,-0.20993370758427282,1.3888888888888888,0.0
192.6160185448456,89663.84603236795,43185.15401664483,-1.3227931757114215,-0.14191124078684186,1.3888888888888888,0.0
195.8379533480425,89664.6369165013,43182.03065848995,-1.616299344654,-0.14296936903531166,1.3888888888888888,0.0
198.58325578476794,89664.5120400592,43179.288197671034,-2.166813889936078,-0.21615547851910952,1.3888888888888888,0.0
201.25273866572113,89663.0135227539,43177.078993122464,-2.7426829749560286,-0.14920353806409922,1.3888888888888888,0.0
204.34511731289538,89660.1639421,43175.8778704,-2.9913074026453548,-0.041548498665491214,1.3888888888888888,0.0
207.33253101428244,89657.2102013,43175.4305943,-2.993340486130537,-0.01364044233498031,1.3888888888888888,0.0
210.29458701649133,89654.2806368,43174.9930699,-3.0724607591315123,0.03695599395570301,1.3888888888888888,0.0
213.18210747709713,89651.40001363785,43174.7936091067,-2.7773326831050786,0.09688303830338725,1.3888888888888888,0.0
216.389592704187,89648.40297902725,43173.65091709882,-2.4883577899963205,0.13233547329569947,1.3888888888888888,0.0
219.27252707451018,89646.11357758859,43171.8987893534,-1.9797285777538565,0.21345890910924425,1.3888888888888888,0.0
221.68025895284137,89645.15619153244,43169.68958480483,-1.3950442085748098,0.18715382473914471,1.3888888888888888,0.0
224.77511290471764,89645.69732278158,43166.64240611715,-0.9928965620189218,0.09772158678698324,1.3888888888888888,0.0
227.5945138845828,89647.23746556757,43164.280842634194,-0.8287124675346966,0.1037355686082876,1.3888888888888888,0.0
230.24123989981928,89649.02619,43162.3300419,-0.42777243167641293,0.07850547860767973,1.3888888888888888,0.0
233.24431729129776,89651.7586664,43161.0842303,-0.3940189952495875,0.05389925248134556,1.3888888888888888,0.0
236.21904728572156,89654.5054536,43159.9422239,-0.10561896497001552,0.11492386202197853,1.3888888888888888,0.0
239.1999260316999,89657.4697214,43159.6279716,0.28331887445394244,0.13993230613983385,1.3888888888888888,0.0
242.2130222679464,89660.3626944,43160.4702638,0.7173221532445161,0.15024078886523937,1.3888888888888888,0.0
244.97168757257256,89662.4415384,43162.2837251,1.13017585212528,0.062488898242987194,1.3888888888888888,0.0
248.0240931638114,89663.7433917,43165.0445869,1.072760116359904,-0.04097355777014731,1.3888888888888888,0.0
251.14552788755506,89665.2345049,43167.7868371,0.8773158682952172,-0.13546167552919391,1.3888888888888888,0.0
254.31317666656975,89667.25932178558,43170.22284107518,0.22489467151840678,-0.2271268298424687,1.3888888888888888,0.0
257.3876334748512,89670.25635639616,43170.9084562799,-0.4656837274342673,-0.1486771425915457,1.3888888888888888,0.0
260.62235610121087,89673.1466288,43169.4559564,-0.6578081225514071,-0.06616468714064769,1.3888888888888888,0.0
263.62939645247855,89675.5262027,43167.6175006,-0.8767665279258189,-0.06904438173696041,1.3888888888888888,0.0
266.60330878474736,89677.4284359,43165.3315296,-1.0682870960600834,-0.06967449218284538,1.3888888888888888,0.0
269.5925235457387,89678.8681197,43162.7118511,-1.2903408752109977,-0.08428125548303393,1.3888888888888888,0.0
272.57105192200817,89679.6925565,43159.8496954,-1.5681591320066153,-0.10030513114864675,1.3888888888888888,0.0
275.5445558620616,89679.7003982,43156.8762018,-1.881609550206065,-0.10357700566259954,1.3888888888888888,0.0
278.49603465428913,89678.7977386,43154.0661426,-2.174329627592353,-0.09660932884234778,1.3888888888888888,0.0
281.4725694343693,89677.1083911,43151.6154561,-2.448188021585644,-0.08608590659497012,1.3888888888888888,0.0
284.4703638959178,89674.8028642,43149.6993879,-2.6838212537060127,-0.06712545941139801,1.3888888888888888,0.0
287.45809692098294,89672.1227492,43148.3789591,-2.847184022130121,-0.05224415845834266,1.3888888888888888,0.0
290.37722498972687,89669.3292198,43147.5319041,-2.9913914890999838,-0.020096564943633533,1.3888888888888888,0.0
293.3793240340173,89666.3609214,43147.0826789,-2.9658712142577097,0.004343852106268204,1.3888888888888888,0.0
296.4551670426335,89663.3324443,43146.5449646,-2.964991956741601,0.10210034877507021,1.3888888888888888,0.0
299.56981371318597,89660.26624102752,43145.99777050809,-2.3338201200030673,0.1771816913855291,1.3888888888888888,0.0
302.5210782257951,89658.22659247309,43143.86474542671,-1.943261820256922,0.08115205010626858,1.3888888888888888,0.0
